Date  ,Open  ,High  ,Low  ,Close      Close price adjusted for splits.   ,Adj Close      Adjusted close price adjusted for splits and dividend and/or capital gain distributions.   ,Volume  
"Mar 16, 2024","3,736.10","3,780.89","3,468.08","3,522.86","3,522.86","20,199,855,932"
"Mar 15, 2024","3,882.86","3,928.78","3,571.77","3,735.22","3,735.22","33,505,075,433"
"Mar 14, 2024","4,005.75","4,011.10","3,721.79","3,883.14","3,883.14","25,434,810,823"
"Mar 13, 2024","3,980.27","4,083.01","3,936.63","4,006.46","4,006.46","22,028,114,691"
"Mar 12, 2024","4,066.69","4,092.28","3,831.89","3,980.27","3,980.27","26,917,010,932"
"Mar 11, 2024","3,881.24","4,087.05","3,745.13","4,066.45","4,066.45","28,806,262,507"
"Mar 10, 2024","3,915.59","3,968.72","3,800.56","3,881.19","3,881.19","15,783,924,355"
"Mar 9, 2024","3,892.12","3,950.40","3,880.66","3,915.42","3,915.42","11,926,623,780"
"Mar 8, 2024","3,874.83","3,998.83","3,828.36","3,892.06","3,892.06","26,135,487,051"
"Mar 7, 2024","3,818.31","3,939.59","3,738.69","3,874.35","3,874.35","22,457,177,587"
"Mar 6, 2024","3,554.07","3,901.43","3,502.80","3,819.23","3,819.23","34,938,642,613"
"Mar 5, 2024","3,631.93","3,828.16","3,224.12","3,554.96","3,554.96","47,706,899,137"
"Mar 4, 2024","3,489.34","3,641.46","3,446.02","3,630.43","3,630.43","26,772,963,830"
"Mar 3, 2024","3,422.88","3,491.17","3,372.21","3,490.99","3,490.99","13,643,324,467"
"Mar 2, 2024","3,436.16","3,459.75","3,398.90","3,422.05","3,422.05","12,024,340,617"
"Mar 1, 2024","3,341.97","3,452.63","3,341.85","3,435.05","3,435.05","16,880,101,987"
"Feb 29, 2024","3,386.80","3,518.97","3,303.91","3,341.92","3,341.92","28,469,171,094"
"Feb 28, 2024","3,243.89","3,485.45","3,201.58","3,385.70","3,385.70","32,885,894,265"
"Feb 27, 2024","3,178.41","3,287.96","3,167.83","3,244.52","3,244.52","21,090,315,368"
"Feb 26, 2024","3,112.53","3,197.38","3,037.95","3,178.99","3,178.99","17,504,464,351"
"Feb 25, 2024","2,992.37","3,117.43","2,984.39","3,112.70","3,112.70","14,620,450,464"
"Feb 24, 2024","2,921.96","3,003.20","2,907.70","2,992.39","2,992.39","10,701,688,842"
"Feb 23, 2024","2,970.14","2,991.33","2,906.58","2,921.66","2,921.66","12,822,717,059"
"Feb 22, 2024","2,969.60","3,030.67","2,907.11","2,971.01","2,971.01","18,058,908,246"
"Feb 21, 2024","3,015.65","3,017.19","2,875.42","2,970.36","2,970.36","18,897,136,867"
"Feb 20, 2024","2,944.11","3,031.52","2,879.90","3,013.50","3,013.50","20,341,598,470"
"Feb 19, 2024","2,881.30","2,983.37","2,860.26","2,943.57","2,943.57","15,163,110,589"
"Feb 18, 2024","2,786.71","2,892.84","2,767.91","2,879.00","2,879.00","23,355,830,478"
"Feb 17, 2024","2,803.74","2,805.13","2,724.39","2,786.67","2,786.67","17,932,379,943"
"Feb 16, 2024","2,825.48","2,858.45","2,760.33","2,803.69","2,803.69","17,057,114,638"
"Feb 15, 2024","2,777.60","2,865.85","2,764.01","2,824.38","2,824.38","23,734,481,937"
"Feb 14, 2024","2,641.69","2,786.89","2,621.03","2,777.90","2,777.90","21,448,973,822"
"Feb 13, 2024","2,659.59","2,686.46","2,599.17","2,642.19","2,642.19","18,271,237,044"
"Feb 12, 2024","2,507.58","2,663.84","2,473.81","2,658.12","2,658.12","13,022,696,866"
"Feb 11, 2024","2,501.13","2,537.68","2,495.21","2,507.57","2,507.57","7,347,245,813"
"Feb 10, 2024","2,487.65","2,516.72","2,475.86","2,501.23","2,501.23","6,474,444,159"
"Feb 9, 2024","2,419.77","2,522.72","2,419.36","2,487.52","2,487.52","13,634,203,177"
"Feb 8, 2024","2,424.08","2,459.56","2,414.75","2,419.91","2,419.91","9,941,841,732"
"Feb 7, 2024","2,372.26","2,442.64","2,353.71","2,423.75","2,423.75","9,660,628,536"
"Feb 6, 2024","2,298.96","2,389.83","2,296.79","2,372.20","2,372.20","9,520,885,493"
"Feb 5, 2024","2,289.21","2,334.68","2,270.07","2,298.89","2,298.89","7,277,068,110"
"Feb 4, 2024","2,296.12","2,309.01","2,272.30","2,289.55","2,289.55","5,438,100,035"
"Feb 3, 2024","2,307.98","2,327.35","2,293.54","2,296.04","2,296.04","4,647,754,021"
"Feb 2, 2024","2,303.71","2,323.05","2,282.23","2,308.04","2,308.04","7,186,143,091"
"Feb 1, 2024","2,282.18","2,309.84","2,243.57","2,303.82","2,303.82","8,895,583,113"
"Jan 31, 2024","2,343.56","2,349.61","2,264.44","2,282.54","2,282.54","10,807,883,277"
"Jan 30, 2024","2,317.44","2,388.87","2,298.28","2,344.49","2,344.49","10,173,440,062"
"Jan 29, 2024","2,257.00","2,320.03","2,237.71","2,317.06","2,317.06","8,948,195,551"
"Jan 28, 2024","2,268.19","2,306.90","2,242.68","2,257.21","2,257.21","7,296,214,994"
"Jan 27, 2024","2,267.32","2,282.54","2,252.39","2,267.89","2,267.89","5,144,367,230"
"Jan 26, 2024","2,217.44","2,280.38","2,196.14","2,267.20","2,267.20","9,975,117,607"
"Jan 25, 2024","2,233.97","2,240.38","2,173.69","2,217.71","2,217.71","9,302,247,037"
"Jan 24, 2024","2,241.75","2,261.38","2,197.66","2,233.56","2,233.56","10,134,722,960"
"Jan 23, 2024","2,310.95","2,348.03","2,167.28","2,240.69","2,240.69","16,182,147,521"
"Jan 22, 2024","2,454.99","2,463.45","2,303.50","2,310.83","2,310.83","13,923,771,728"
"Jan 21, 2024","2,469.80","2,479.76","2,452.38","2,453.91","2,453.91","4,578,471,955"
"Jan 20, 2024","2,489.85","2,489.85","2,456.10","2,469.59","2,469.59","5,297,826,161"
"Jan 19, 2024","2,468.69","2,501.31","2,414.71","2,489.50","2,489.50","11,405,278,376"
"Jan 18, 2024","2,528.59","2,546.26","2,426.14","2,467.02","2,467.02","11,900,028,080"
"Jan 17, 2024","2,587.04","2,592.74","2,508.43","2,528.37","2,528.37","10,441,017,520"
"Jan 16, 2024","2,510.63","2,613.57","2,500.00","2,587.69","2,587.69","11,063,317,095"
"Jan 15, 2024","2,471.67","2,550.77","2,470.82","2,511.36","2,511.36","9,700,630,000"
"Jan 14, 2024","2,578.00","2,578.33","2,470.42","2,472.24","2,472.24","9,405,587,417"
"Jan 13, 2024","2,522.93","2,589.08","2,498.59","2,576.60","2,576.60","12,250,316,867"
"Jan 12, 2024","2,619.18","2,710.42","2,460.93","2,524.46","2,524.46","23,623,839,263"
"Jan 11, 2024","2,584.17","2,687.78","2,567.99","2,619.62","2,619.62","22,575,246,883"
"Jan 10, 2024","2,344.92","2,626.98","2,341.94","2,582.10","2,582.10","29,042,100,476"
"Jan 9, 2024","2,332.87","2,369.64","2,243.22","2,344.83","2,344.83","14,891,130,716"
"Jan 8, 2024","2,222.86","2,358.82","2,171.99","2,333.03","2,333.03","13,830,287,095"
"Jan 7, 2024","2,242.01","2,257.13","2,211.56","2,222.87","2,222.87","6,490,053,615"
"Jan 6, 2024","2,269.54","2,271.36","2,219.78","2,241.62","2,241.62","5,970,741,680"
"Jan 5, 2024","2,269.41","2,276.76","2,209.54","2,268.65","2,268.65","10,860,953,290"
"Jan 4, 2024","2,210.53","2,294.61","2,204.87","2,269.04","2,269.04","11,044,564,896"
"Jan 3, 2024","2,355.98","2,385.12","2,113.93","2,210.76","2,210.76","19,332,933,581"
"Jan 2, 2024","2,352.59","2,431.21","2,348.89","2,355.84","2,355.84","12,910,543,630"
"Jan 1, 2024","2,282.87","2,352.33","2,267.02","2,352.33","2,352.33","6,906,765,990"
"Dec 31, 2023","2,291.95","2,318.51","2,261.39","2,281.47","2,281.47","6,871,481,744"
