Date  ,Open  ,High  ,Low  ,Close      Close price adjusted for splits.   ,Adj Close      Adjusted close price adjusted for splits and dividend and/or capital gain distributions.   ,Volume  
"Mar 16, 2024","69,392.48","70,046.27","64,801.39","65,315.12","65,315.12","46,842,198,371"
"Mar 15, 2024","71,387.88","72,357.13","65,630.70","69,403.77","69,403.77","78,320,453,976"
"Mar 14, 2024","73,079.38","73,750.07","68,563.02","71,396.59","71,396.59","59,594,605,698"
"Mar 13, 2024","71,482.12","73,637.48","71,334.09","73,083.50","73,083.50","48,212,536,929"
"Mar 12, 2024","72,125.13","72,825.66","68,728.85","71,481.29","71,481.29","62,554,434,520"
"Mar 11, 2024","69,020.55","72,850.71","67,194.88","72,123.91","72,123.91","65,716,656,765"
"Mar 10, 2024","68,500.26","70,005.20","68,239.98","69,019.79","69,019.79","35,683,977,532"
"Mar 9, 2024","68,299.26","68,673.05","68,053.13","68,498.88","68,498.88","21,609,650,379"
"Mar 8, 2024","66,938.09","70,083.05","66,230.45","68,300.09","68,300.09","59,202,881,172"
"Mar 7, 2024","66,099.74","68,029.92","65,655.53","66,925.48","66,925.48","46,989,543,159"
"Mar 6, 2024","63,776.05","67,637.93","62,848.67","66,106.80","66,106.80","68,750,229,073"
"Mar 5, 2024","68,341.05","69,170.63","59,323.91","63,801.20","63,801.20","102,802,940,877"
"Mar 4, 2024","63,137.00","68,537.03","62,386.52","68,330.41","68,330.41","70,670,471,105"
"Mar 3, 2024","62,031.58","63,230.21","61,435.02","63,167.37","63,167.37","26,253,811,450"
"Mar 2, 2024","62,431.65","62,458.70","61,657.29","62,029.85","62,029.85","23,888,473,685"
"Mar 1, 2024","61,168.06","63,155.10","60,802.53","62,440.63","62,440.63","40,186,368,423"
"Feb 29, 2024","62,499.18","63,585.64","60,498.73","61,198.38","61,198.38","65,496,611,844"
"Feb 28, 2024","57,071.10","63,913.13","56,738.43","62,504.79","62,504.79","83,239,156,760"
"Feb 27, 2024","54,519.36","57,537.84","54,484.20","57,085.37","57,085.37","49,756,832,031"
"Feb 26, 2024","51,730.54","54,938.18","50,931.03","54,522.40","54,522.40","34,074,411,896"
"Feb 25, 2024","51,565.21","51,950.03","51,306.17","51,733.24","51,733.24","15,413,239,245"
"Feb 24, 2024","50,736.37","51,684.20","50,585.45","51,571.10","51,571.10","15,174,077,879"
"Feb 23, 2024","51,283.91","51,497.93","50,561.78","50,731.95","50,731.95","21,427,078,270"
"Feb 22, 2024","51,854.64","52,009.61","50,926.29","51,304.97","51,304.97","25,413,900,611"
"Feb 21, 2024","52,273.54","52,368.82","50,671.76","51,839.18","51,839.18","28,624,907,020"
"Feb 20, 2024","51,777.73","52,945.05","50,792.31","52,284.88","52,284.88","33,353,758,256"
"Feb 19, 2024","52,134.81","52,483.32","51,711.82","51,779.14","51,779.14","21,362,184,346"
"Feb 18, 2024","51,661.97","52,356.96","51,233.71","52,122.55","52,122.55","17,595,377,311"
"Feb 17, 2024","52,161.68","52,191.91","50,669.67","51,663.00","51,663.00","20,009,091,006"
"Feb 16, 2024","51,937.73","52,537.97","51,641.37","52,160.20","52,160.20","28,180,567,298"
"Feb 15, 2024","51,836.79","52,820.07","51,371.63","51,938.55","51,938.55","38,564,360,533"
"Feb 14, 2024","49,733.45","52,021.37","49,296.83","51,826.70","51,826.70","39,105,608,050"
"Feb 13, 2024","49,941.36","50,358.39","48,406.50","49,742.44","49,742.44","35,593,051,468"
"Feb 12, 2024","48,296.39","50,280.48","47,745.76","49,958.22","49,958.22","34,511,985,805"
"Feb 11, 2024","47,768.97","48,535.94","47,617.41","48,293.92","48,293.92","19,315,867,136"
"Feb 10, 2024","47,153.53","48,146.17","46,905.32","47,771.28","47,771.28","16,398,681,570"
"Feb 9, 2024","45,297.38","48,152.50","45,260.82","47,147.20","47,147.20","39,316,770,844"
"Feb 8, 2024","44,332.13","45,575.84","44,332.13","45,301.57","45,301.57","26,154,524,080"
"Feb 7, 2024","43,090.02","44,341.95","42,775.96","44,318.22","44,318.22","21,126,587,775"
"Feb 6, 2024","42,657.39","43,344.15","42,529.02","43,084.67","43,084.67","16,798,476,726"
"Feb 5, 2024","42,577.62","43,494.25","42,264.82","42,658.67","42,658.67","18,715,487,317"
"Feb 4, 2024","42,994.94","43,097.64","42,374.83","42,583.58","42,583.58","14,802,225,490"
"Feb 3, 2024","43,184.96","43,359.94","42,890.81","42,992.25","42,992.25","11,169,245,236"
"Feb 2, 2024","43,077.64","43,422.49","42,584.34","43,185.86","43,185.86","18,603,843,039"
"Feb 1, 2024","42,569.76","43,243.17","41,879.19","43,075.77","43,075.77","21,423,953,779"
"Jan 31, 2024","42,946.25","43,717.41","42,298.95","42,582.61","42,582.61","24,673,628,793"
"Jan 30, 2024","43,300.23","43,838.95","42,711.37","42,952.61","42,952.61","23,842,814,518"
"Jan 29, 2024","42,030.91","43,305.87","41,818.33","43,288.25","43,288.25","20,668,476,578"
"Jan 28, 2024","42,126.13","42,797.18","41,696.91","42,035.59","42,035.59","16,858,971,687"
"Jan 27, 2024","41,815.63","42,195.63","41,431.28","42,120.05","42,120.05","11,422,941,934"
"Jan 26, 2024","39,936.82","42,209.39","39,825.69","41,816.87","41,816.87","25,598,119,893"
"Jan 25, 2024","40,075.55","40,254.48","39,545.66","39,933.81","39,933.81","18,491,782,013"
"Jan 24, 2024","39,877.59","40,483.79","39,508.80","40,077.07","40,077.07","22,359,526,178"
"Jan 23, 2024","39,518.71","40,127.35","38,521.89","39,845.55","39,845.55","29,244,553,045"
"Jan 22, 2024","41,553.65","41,651.21","39,450.12","39,507.37","39,507.37","31,338,708,143"
"Jan 21, 2024","41,671.49","41,855.37","41,497.01","41,545.79","41,545.79","9,344,043,642"
"Jan 20, 2024","41,624.59","41,877.89","41,446.82","41,665.59","41,665.59","11,586,690,904"
"Jan 19, 2024","41,278.46","42,134.16","40,297.46","41,618.41","41,618.41","25,752,407,154"
"Jan 18, 2024","42,742.31","42,876.35","40,631.17","41,262.06","41,262.06","25,218,357,242"
"Jan 17, 2024","43,132.10","43,189.89","42,189.31","42,742.65","42,742.65","20,851,232,595"
"Jan 16, 2024","42,499.34","43,566.27","42,086.00","43,154.95","43,154.95","24,062,872,740"
"Jan 15, 2024","41,715.07","43,319.72","41,705.42","42,511.97","42,511.97","22,320,220,558"
"Jan 14, 2024","42,842.26","43,065.60","41,724.61","41,796.27","41,796.27","17,521,429,522"
"Jan 13, 2024","42,799.45","43,234.66","42,464.14","42,842.38","42,842.38","20,601,860,469"
"Jan 12, 2024","46,354.79","46,498.14","41,903.77","42,853.17","42,853.17","43,332,698,900"
"Jan 11, 2024","46,656.07","48,969.37","45,678.64","46,368.59","46,368.59","45,833,734,549"
"Jan 10, 2024","46,121.54","47,647.22","44,483.15","46,627.78","46,627.78","50,114,613,298"
"Jan 9, 2024","46,987.64","47,893.70","45,244.71","46,139.73","46,139.73","39,821,290,992"
"Jan 8, 2024","43,948.71","47,218.00","43,244.08","46,970.50","46,970.50","42,746,192,015"
"Jan 7, 2024","43,998.46","44,495.57","43,662.23","43,943.10","43,943.10","19,330,573,863"
"Jan 6, 2024","44,178.95","44,227.63","43,475.16","43,989.20","43,989.20","16,092,503,468"
"Jan 5, 2024","44,192.98","44,353.29","42,784.72","44,162.69","44,162.69","32,336,029,347"
"Jan 4, 2024","42,855.82","44,770.02","42,675.18","44,179.92","44,179.92","30,448,091,210"
"Jan 3, 2024","44,961.60","45,503.24","40,813.54","42,848.18","42,848.18","46,342,323,118"
"Jan 2, 2024","44,187.14","45,899.71","44,176.95","44,957.97","44,957.97","39,335,274,536"
"Jan 1, 2024","42,280.23","44,175.44","42,214.98","44,167.33","44,167.33","18,426,978,443"
"Dec 31, 2023","42,152.10","42,860.94","41,998.25","42,265.19","42,265.19","16,397,498,810"
